title,authors,first_author_last_name,doi,journal,year,abstract,keywords,type,topic,focus,material_system,material_subclass,manufacturer,instrument,configuration,laser,analysis_mode,pulse_fraction_or_energy,detection_rate,pulse_rate,base_temperature
Investigation of nanocomposite formation in TiSiN coatings using atom probe tomography,"Naghdali, Saeideh; Schiester, Maximilian; Terziyska, Velislava; Hans, Marcus; Primetzhofer, Daniel; Pohler, Markus; Czettl, Christoph; Tkadletz, Michael; Schalk, Nina",Naghdali,10.1016/j.surfcoat.2025.132535,Surface & Coatings Technology,2025,"Owing to their superior mechanical properties, TiSiN nanocomposite coatings are known as excellent protective layers for cutting tools. In the present study, isotopic substitution of N is applied to investigate the nanostructure of TiSiN coatings with varying Si contents using atom probe tomography (APT).","APT, Si variation, Isotopic substitution, Hard coatings, Microstructure",Journal Article,Materials Science and Application Studies,Other,Nanomaterials,,CAMECA,LEAP 5000 XR,Reflectron Fitted,355 nm,Laser,30 pJ,0.5%,250 kHz,50 K
Out-of-sync co-evaporation in atom probe tomography: Shifting perspectives on compositional biases in TiC and TiN coatings,"Schiester, Maximilian; Hans, Marcus; Primetzhofer, Daniel; Kottgen, Jan; Czettl, Christoph; Schalk, Nina; Tkadletz, Michael",Schiester,10.1016/j.surfcoat.2025.132879,Surface & Coatings Technology,2025,"Atom probe tomography (APT) offers unparalleled three-dimensional insights into the nanoscale composition of advanced materials. However, the presence of multiple detection events, charge state distributions as well as molecular ions and consequent compositional biases complicate quantitative analyses.","APT, Elemental accuracy, Background analysis, Multiple detection events, Correlative evaporation, Evaporation behavior, Molecular ions, Atom probe tomography, Transition metal carbides, Nitrides, Compositional biases, Out-of-sync co-evaporation",Journal Article,Materials Science and Application Studies,Other,Metals and Alloys,,CAMECA,LEAP 5000 XR,Reflectron Fitted,355 nm,Laser,30 pJ,1%,250 kHz,50 K
Atom probe tomography study of κ-phases in additively manufactured nickel aluminum bronze in as-built and heat-treated conditions,"Dharmendra, Chalasanidh; Rice, K.P.; Amirkhiz, B.S.; Mohammadi, M.",Dharmendra,10.1016/j.matdes.2021.109541,Materials and Design,2021,"The distribution, morphology, and chemical composition of various κ-phases present in the wire-arc additive manufactured (WAAM) nickel aluminum bronze (NAB) of nominal composition Cu-9Al-4Ni-4Fe-1Mn (wt%) was investigated in the as-built and three different heat-treated conditions (350 °C for 2 h, 550 °C for 4 h, and 675 °C for 6 h).","Nickel aluminum bronze (NAB), Wire-arc additive manufacturing (WAAM), Heat treatment, κ-Phases, Electron microscopy, Atom probe tomography, Nickel aluminum bronze, Wire-arc additive manufacturing, Microstructural evolution, Mechanical behavior",Journal Article,Materials Science and Application Studies,Precipitation,Metals and Alloys,,,,,,Laser,50 pJ,0.3-0.5%,250 kHz,50 K
Continuum plasticity modelling of work hardening for precipitation-hardened martensitic steel guided by atom probe tomography,"Croné, Philip; Zhou, Tao; Hedström, Peter; Odqvist, Joakim; Gudmundson, Peter; Faleskog, Jonas",Croné,10.1016/j.matdes.2022.110463,Materials & Design,2022,"An analytical flow stress model, based on isotropic strain gradient plasticity theory, for precipitation hardened materials, is proposed and evaluated against tensile data on a 15 wt% Cr - 5 wt% Ni (15-5) PH stainless steel.","Strain gradient plasticity, Precipitation hardening, Relaxation, Experimental verification, maraging stainless steel",Journal Article,Materials Science and Application Studies,Precipitation,Metals and Alloys,,CAMECA,LEAP 4000X HR,Reflectron Fitted,355 nm,Laser,60 pJ,0.5%,200 kHz,50 K
Bulk grain boundary decoration and functionally-graded alloy developed by one-step friction stir process: Experiment and atom probe tomography analysis,"Dehghan, Mina; Wanjara, Priti; Gholipour, Javad; Tiamiyu, Ahmed A.",Dehghan,10.1016/j.matdes.2025.114281,Materials & Design,2025,"Conventionally-manufactured lightweight metal castings typically exhibit low-strength that can be improved by grain-refinement. Meanwhile, refined-grain materials often undergo grain-growth at elevated or even room temperature, degrading mechanical/functional properties.","Grain Boundary Segregation, Nanocrystalline Material, Functionally Graded Material, Friction Stir-Processing, Atom Probe Tomography, Spinodal Decomposition, Grain boundary decoration, Friction stir processing, Nanocrystalline alloys, Mechanical properties",Journal Article,Materials Science and Application Studies,Grain Boundaries and Interfaces,Metals and Alloys,,,,,,Laser,40 pJ,0.3-0.5%,333 kHz,30 K
Investigation of the matrix and interface of Cu–B/diamond composite by atom probe tomography,"Bai, Guangzhu; Zhang, Yongjian; Shi, Wei; Wang, Xianhao; Zhu, Huihui; Wang, Fang; Zhang, Hailong",Bai,10.1016/j.ceramint.2024.01.198,Ceramics International,2024,"Metal matrix alloying is an effective modification strategy to introducing an interfacial carbide at the Cu/dia­mond interface for improving thermal conductivity of Cu/diamond composite. However, the distribution and diffusion of C and alloying elements in Cu/diamond composite are still unclear.","Cu-B/diamond composite, Atom probe tomography, Transmission electron microscopy, Carbide",Journal Article,Materials Science and Application Studies,Other,Composite Materials,,,,,,Voltage,15%,N/A,200 kHz,50.0 ± 0.3 K
Investigation of wustite (Fe1-xO) by femtosecond laser assisted atom probe tomography,"Danoix, Raphaele; Danoix, F; Hannoyer, B; Ogale, Satishchandra B",Danoix,10.1016/j.ultramic.2010.11.023,Ultramicroscopy,2011,"In this paper, we report results obtained from laser assisted three-dimensional (3-D) atom probe tomography (APT) on wustite (Fe1-xO). Oxides are generally insulating and hence hard to analyse in conventional electrical assisted APT. To overcome this problem, femtosecond laser pulses are used instead of voltage pulses.","Atom probe tomography, Wustite, Laser assisted field evaporation",Journal Article,Instrumentation and Technique Development,Other,Metals and Alloys,,CAMECA/GPM,LAWATAP,Straight Flight Path,344 nm,Laser,7%,N/A,100 kHz,80 K
Atom probe tomography and transmission electron microscopy characterisation of precipitation in an Al–Cu–Li–Mg–Ag alloy,"Gault, B.; De Geuser, F.; Bourgeois, L.; Gabble, B.M.; Ringer, S.P.; Muddle, B.C.",Gault,10.1016/j.ultramic.2010.12.004,Ultramicroscopy,2011,State-of-the art atom probe tomography (APT) combined with transmission electron microscopy (TEM) were used to investigate the microstructure at different stages of the ageing process of an alloy of composition (at%) Al–1.68%Cu–4.62%Li–0.33%Mg–0.1%Ag.,"Atom probe tomography, Aluminium alloys, Local magnification",Journal Article,Materials Science and Application Studies,Precipitation,Metals and Alloys,,CAMECA,LEAP 3000X Si,Straight Flight Path,532 nm,Laser,0.6–1.2 nJ,0.5%,200 kHz,60–80 K
Ordering and site occupancy of D03 ordered Fe3Al–5 at%Cr evaluated by means of atom probe tomography,"Rademacher, Thomas; Al-Kassab, Talaat; Deges, Johannes; Kirchheim, Reiner",Rademacher,10.1016/j.ultramic.2010.12.009,Ultramicroscopy,2011,Addition of ternary elements to the D03 ordered Fe3Al intermetallic phase is a general approach to optimise its mechanical properties.,"Fe–Al–Cr, Atom probe tomography, Site occupancy, Ordering, Simulation",Journal Article,Materials Science and Application Studies,Other,Metals and Alloys,,,,,,Voltage,18%,N/A,2000 Hz,30 K
Effects of laser energy and wavelength on the analysis of LiFePO4 using laser assisted atom probe tomography,"Santhanagopalan, Dhamodaran; Schreiber, Daniel K.; Perea, Daniel E.; Martens, Richard L.; Janssen, Yuri; Khalifah, Peter; Meng, Ying Shirley",Santhanagopalan,10.1016/j.ultramic.2014.09.004,Ultramicroscopy,2015,The systematic study of laser assisted APT for LiFePO4 provides many insights into the potential and problems associated with APT analyses of lithium ion battery materials with both green and UV laser illumination.,"Atom probe tomography, LiFePO4, Oxides, Stoichiometry, Molecular dissociation, APT, laser assisted APT, Li deﬁciencies, O deﬁciencies",Journal Article,Materials Science and Application Studies,Other,,,CAMECA,LEAP 4000X HR,Reflectron Fitted,355 nm,Laser,50 pJ/pulse,0.5%,160 kHz,50 K
HAADF–STEM atom counting in atom probe tomography specimens: Towards quantitative correlative microscopy,"Lefebvre, W.; Hernandez-Maldonado, D.; Moyon, F.; Cuvilly, F.; Vaudolon, C.; Shinde, D.; Vurpillot, F.",Lefebvre,10.1016/j.ultramic.2015.02.011,Ultramicroscopy,2015,"The geometry of atom probe tomography tips strongly differs from standard scanning transmission electron microscopy foils. Whereas the later are rather flat and thin (o20 nm), tips display a curved surface and a significantly larger thickness. As far as a correlative approach aims at analysing the same specimen by both techniques, it is mandatory to explore the limits and advantages imposed by the particular geometry of atom probe tomography specimens.","Correlative microscopy, Atom counting, HAADF, Atom probe tomography, STEM",Journal Article,Correlative and Multimodal Characterization,Other,Metals and Alloys,,,,,,Voltage,N/A,N/A,N/A,N/A
Encapsulation method for atom probe tomography analysis of nanoparticles,"Larson, D.J.; Giddings, A.D.; Wu, Y; Verheijen, M.A.; Prosa, T.J.; Roozeboom, F; Rice, K.P.; Geiser, B.P.; Kelly, T.F.",Larson,10.1016/j.ultramic.2015.02.014,Ultramicroscopy,2015,"Open-space nanomaterials are a widespread class of technologically important materials that are generally incompatible with analysis by atom probe tomography (APT) due to issues with specimen preparation, field evaporation and data reconstruction.","Atom probe tomography, Field evaporation, Simulation, Nanoparticles",Journal Article,Materials Science and Application Studies,Other,Nanomaterials,,CAMECA,LEAP 4000X HR,Reflectron Fitted,355 nm,Laser,50 pJ,0.5%,100 kHz,25 K
New approaches to nanoparticle sample fabrication for atom probe tomography,"Felfer, P.; Li, T.; Eder, K.; Galinski, H.; Magyar, A.P.; Bell, D.C.; Smith, G.D.W.; Kruse, N.; Ringer, S.P.; Cairney, J.M.",Felfer,10.1016/j.ultramic.2015.04.014,Ultramicroscopy,2015,"Due to their unique properties, nano-sized materials such as nanoparticles and nanowires are receiving considerable attention. However, little data is available about their chemical makeup at the atomic scale, especially in three dimensions (3D). Atom probe tomography is able to answer many important questions about these materials if the challenge of producing a suitable sample can be overcome.","Atom probe tomography, Nanoparticles, Sample preparation, Focussed ion beam",Journal Article,Specimen Preparation and Experimental Methodology,Other,Nanomaterials,,CAMECA,LEAP 3000X HR,Reflectron Fitted,532 nm,Voltage,1%,35%,250 kHz,55 K
Determination of solute site occupancies within γ′ precipitates in nickel-base superalloys via orientation-specific atom probe tomography,"Meher, S.; Rojhirunsakool, T.; Nandwana, P.; Tiley, J.; Banerjee, R.",Meher,10.1016/j.ultramic.2015.04.015,Ultramicroscopy,2015,"The analytical limitations in atom probe tomography such as resolving a desired set of atomic planes, for solving complex materials science problems, have been overcome by employing a well-developed unique and reproducible crystallographic technique, involving synergetic coupling of orientation microscopy with atom probe tomography.","Nickel-base superalloys, APT, EBSD, Site occupancy, SDM",Journal Article,Materials Science and Application Studies,Precipitation,Metals and Alloys,,CAMECA,LEAP 3000X HR,Reflectron Fitted,532 nm,Voltage,0.5%,0.5 ion/pulse,200 kHz,40 K
Quantitative chemical-structure evaluation using atom probe tomography: Short-range order analysis of Fe–Al,"Marceau, R.K.W.; Ceguerra, A.V.; Breen, A.J.; Raabe, D.; Ringer, S.P.",Marceau,10.1016/j.ultramic.2015.05.001,Ultramicroscopy,2015,"Short-range-order (SRO) has been quantitatively evaluated in an Fe–18Al (at%) alloy using atom probe tomography (APT) data and by calculation of the generalised multicomponent short-range order (GM-SRO) parameters, which have been determined by shell-based analysis of the three-dimensional atomic positions.","Atom probe tomography, Short-range ordering, Intermetallics (iron-aluminides)",Journal Article,Materials Science and Application Studies,Other,Metals and Alloys,,CAMECA,LEAP 3000X HR,Reflectron Fitted,532 nm,Voltage,15%,0.005 atoms per pulse,200 kHz,60 K
A method for site-specific and cryogenic specimen fabrication of liquid/solid interfaces for atom probe tomography,"Schreiber, D. K.; Perea, D. E.; Ryan, J. V.; Evans, J. E.; Viennet, J. D.",Schreiber,10.1016/j.ultramic.2018.07.010,Ultramicroscopy,2018,A method has been presented for the successful preparation and analysis of APT specimens targeting a (frozen) liquid/solid interface using a cryogenically cooled FIB system.,"Atom probe tomography, Focused ion beam, Cryogenic, Site-specific, Corrosion, Liquid/solid interfaces, Glass, APT, FIB, liquid/solid interface, water/glass interface",Journal Article,Specimen Preparation and Experimental Methodology,FIB,Ceramics and Glasses,,CAMECA,LEAP 4000X HR,Reflectron Fitted,355 nm,Voltage,150 pJ,0.2%,N/A,24-60 K
An in-situ approach for preparing atom probe tomography specimens by xenon plasma-focussed ion beam,"Halpin, J.E.; Webster, R.W.H.; Gardner, H.; Moody, M.P.; Bagot, P.A.J.; Maclaren, D.A.",Halpin,10.1016/j.ultramic.2019.04.005,Ultramicroscopy,2019,A method for the rapid preparation of atom probe tomography (APT) needles using a xenon plasma-focussed ion beam (FIB) instrument is presented and demonstrated on a test sample of Ti-6Al-4V alloy.,"Atom probe tomography, Sample preparation, Focussed ion beam",Journal Article,Specimen Preparation and Experimental Methodology,FIB,Metals and Alloys,,,,,,Voltage,50-120 pJ,N/A,up to 200 kHz,50 K
Bayesian approach to automatic mass-spectrum peak identification in atom probe tomography,"Mikhalycheva, A.; Vlasenko, S.; Payne, T.R.; Reinhard, D.A.; Ulyanenkova, A.",Mikhalycheva,10.1016/j.ultramic.2020.113014,Ultramicroscopy,2020,"uch analysis is predicted to give the accuracy for the first peak P1 almost as high, as the full optimization of all the peaks parameters for the full range Rfull. Afterwards, a similar procedure can be applied to the peaks P2, ..., P5: fitting the parameters of P2 and P3 and fixing the parameters of P1 (the already found values), P4 and P5 (rough estimates) will give a reliable result for P2 (see Fig. 3(b)).","Atom probe tomography, Bayesian approach, Automatic peak identification, Peak labeling, Fisher information, Artificial intelligence, peak identification",Journal Article,Data Reconstruction and Physical Modeling,Other,,,CAMECA,LEAP 3000X HR,Reflectron Fitted,532 nm,Laser,140,1,1,100
